Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Current (A),Voltage (V),Voltage Adjusted (V)
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:44.165,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:45.170,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:46.181,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:47.186,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:54:48.155,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:49.165,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:50.165,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:51.174,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:54:52.181,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:53.168,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:54.173,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:55.180,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:54:56.187,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:54:57.190,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:54:58.163,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:54:59.167,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,5.02,Cryptojacking,ACS712,02:55:00.180,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,5.02,Cryptojacking,ACS712,02:55:01.195,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:02.168,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:03.171,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:55:04.179,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:05.185,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:06.190,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:07.201,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:08.179,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:09.178,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:55:10.182,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:11.187,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:12.197,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:13.200,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:14.202,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:15.172,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:55:16.181,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:17.190,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:18.193,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:19.199,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:20.206,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:21.179,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:22.188,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:23.194,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:24.193,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.35,Cryptojacking,ACS712,02:55:25.200,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:26.205,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:27.211,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:28.183,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:29.186,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:30.199,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:31.201,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:32.208,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:33.213,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:34.215,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:35.190,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:36.189,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:37.199,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:38.208,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:39.210,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:40.188,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:41.194,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:42.200,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:43.198,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:44.205,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:45.208,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:46.214,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:47.223,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:48.199,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:49.207,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:50.217,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:51.227,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:55:52.230,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:55:53.200,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:54.203,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:55.206,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:56.219,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:55:57.226,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:55:58.227,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:55:59.234,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:00.200,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:56:01.204,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:56:02.208,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:03.212,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:04.220,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:05.227,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:06.232,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:07.237,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:08.208,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:56:09.223,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:10.226,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:11.230,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:56:12.237,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:56:13.213,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:14.219,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.6,Cryptojacking,ACS712,02:56:15.223,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:16.227,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:17.235,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:56:18.246,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:19.218,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:20.220,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:21.226,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:22.243,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:23.246,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:24.219,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:25.225,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:26.235,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:27.236,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:28.240,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:29.249,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:30.226,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:31.246,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:32.221,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:33.225,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:34.232,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:35.238,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:36.244,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:37.250,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:38.259,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:39.237,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:40.245,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:41.244,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:42.256,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:43.262,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:44.233,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:45.237,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:46.241,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:47.250,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:48.250,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:49.254,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:50.261,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.31,Cryptojacking,ACS712,02:56:51.263,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:52.235,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:53.249,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:56:54.255,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:56:55.252,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:56:56.259,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.55,Cryptojacking,ACS712,02:56:57.267,0.71,2.49,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:56:58.240,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:56:59.241,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:00.252,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:01.257,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:02.262,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:03.265,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:04.242,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:05.250,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:06.253,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:07.259,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:08.264,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,1.84,Cryptojacking,ACS712,02:57:09.278,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:10.248,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:11.251,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:12.257,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:13.268,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:14.273,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:15.281,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:16.256,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:17.258,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:18.273,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:19.272,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:20.275,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:21.276,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.31,Cryptojacking,ACS712,02:57:22.283,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:23.281,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:24.256,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:25.266,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:26.280,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:27.257,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:28.267,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:29.273,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:30.279,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:31.284,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.55,Cryptojacking,ACS712,02:57:32.262,0.71,2.49,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:33.266,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:34.264,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:35.269,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:36.271,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:37.267,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:38.278,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.33,Cryptojacking,ACS712,02:57:39.283,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:40.287,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:41.268,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,3.06,Cryptojacking,ACS712,02:57:42.275,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:43.289,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:44.294,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:45.301,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.82,Cryptojacking,ACS712,02:57:46.270,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,4.53,Cryptojacking,ACS712,02:57:47.276,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.09,Cryptojacking,ACS712,02:57:48.278,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Recovery,2.57,Cryptojacking,ACS712,02:57:49.282,0.51,2.47,0.05
