Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Current (A),Voltage (V),Voltage Adjusted (V)
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:48:33.934,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:34.919,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:35.937,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:36.925,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:37.948,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:38.934,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.11,Cryptojacking,ACS712,02:48:39.922,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:40.940,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:41.925,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:42.945,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:43.927,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:44.948,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:45.937,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.35,Cryptojacking,ACS712,02:48:46.924,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:47.946,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.11,Cryptojacking,ACS712,02:48:48.931,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:49.928,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:50.946,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:51.933,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.35,Cryptojacking,ACS712,02:48:52.952,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:53.939,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,0.86,Cryptojacking,ACS712,02:48:54.959,0.17,2.43,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:48:55.950,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:48:56.942,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:48:57.961,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.11,Cryptojacking,ACS712,02:48:58.945,0.22,2.44,0.02
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.35,Cryptojacking,ACS712,02:48:59.933,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.35,Cryptojacking,ACS712,02:49:00.953,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:01.937,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:02.959,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:03.950,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:04.937,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.57,Cryptojacking,ACS712,02:49:05.960,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:06.952,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:07.939,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:08.958,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:09.945,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.57,Cryptojacking,ACS712,02:49:10.938,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:11.952,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:12.941,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,3.55,Cryptojacking,ACS712,02:49:13.966,0.71,2.49,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.57,Cryptojacking,ACS712,02:49:14.962,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:15.949,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:16.973,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:17.968,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:18.955,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.57,Cryptojacking,ACS712,02:49:19.948,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:20.956,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:21.959,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:22.963,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:23.971,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:24.980,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:25.955,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:49:26.951,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:27.985,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:28.954,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:29.963,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:30.969,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.82,Cryptojacking,ACS712,02:49:31.975,0.56,2.47,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.35,Cryptojacking,ACS712,02:49:32.980,0.27,2.44,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:33.985,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:34.959,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:35.965,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:49:36.973,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.6,Cryptojacking,ACS712,02:49:37.987,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,3.31,Cryptojacking,ACS712,02:49:38.958,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:39.967,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:40.972,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:41.980,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:42.992,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:43.967,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,3.06,Cryptojacking,ACS712,02:49:44.984,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:45.964,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:46.976,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:47.983,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:48.994,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:49.969,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:50.974,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:51.981,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,1.84,Cryptojacking,ACS712,02:49:52.983,0.37,2.45,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.57,Cryptojacking,ACS712,02:49:53.988,0.51,2.47,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:54.998,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:55.972,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.09,Cryptojacking,ACS712,02:49:56.974,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:57.979,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Idle_browser_open,2.33,Cryptojacking,ACS712,02:49:58.991,0.47,2.46,0.05
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,1.6,Cryptojacking,ACS712,02:50:00.006,0.32,2.45,0.03
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,2.09,Cryptojacking,ACS712,02:50:00.988,0.42,2.46,0.04
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,3.31,Cryptojacking,ACS712,02:50:01.999,0.66,2.48,0.07
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,3.06,Cryptojacking,ACS712,02:50:02.975,0.61,2.48,0.06
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:50:03.984,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:50:04.982,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:05.988,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:50:06.988,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:08.003,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:09.010,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:50:09.980,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:10.990,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:11.999,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:13.004,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:13.981,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:14.985,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:15.995,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:16.996,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:18.004,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:50:19.011,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:20.013,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:21.013,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:22.012,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,3.8,Cryptojacking,ACS712,02:50:23.020,0.76,2.49,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:23.984,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:24.984,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:26.019,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:26.995,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:28.003,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:29.001,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:30.004,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:31.012,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:32.008,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:33.009,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:34.010,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:35.022,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:36.022,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:36.995,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:38.002,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:39.008,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:40.015,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:41.023,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:41.997,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:43.009,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:44.014,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:45.022,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:46.026,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:47.028,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:47.998,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:49.035,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:50:50.004,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:51.007,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:50:52.013,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:53.019,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:50:54.021,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:50:55.026,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:56.036,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:57.011,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:50:58.027,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:50:59.029,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:00.008,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:51:01.012,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:51:02.016,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.28,Cryptojacking,ACS712,02:51:03.027,0.86,2.5,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:04.010,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:05.014,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:06.023,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:07.031,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:08.035,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:09.043,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:10.015,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:11.024,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:12.032,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:13.035,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:14.036,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:51:15.038,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.04,Cryptojacking,ACS712,02:51:16.039,0.81,2.5,0.08
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:17.048,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:18.050,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:51:19.027,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:20.028,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:21.037,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:51:22.045,1.1,2.53,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:23.022,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:24.029,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:25.036,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:26.040,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:27.045,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:28.048,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:51:29.055,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:30.025,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.53,Cryptojacking,ACS712,02:51:31.032,0.91,2.51,0.09
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.02,Cryptojacking,ACS712,02:51:32.043,1.0,2.52,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.26,Cryptojacking,ACS712,02:51:33.048,1.05,2.52,0.11
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,4.77,Cryptojacking,ACS712,02:51:34.055,0.95,2.51,0.1
CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,1,Attack,5.51,Cryptojacking,ACS712,02:51:35.032,1.1,2.53,0.11
