Attack,Host,Run,Mode,CPU Power (W),CPU Temperature (°C),GPU Temperature (°C),Attack Type,Measurement,Timestamp,CPU Graphics Power (W),CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Power Cores (W)
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.5,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:16.000,0.0,75.0,77.0,74.0,74.0,13.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.4,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:18.000,0.0,79.0,81.0,75.0,75.0,17.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.5,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:20.000,0.0,79.0,80.0,80.0,78.0,14.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:22.000,0.0,74.0,75.0,72.0,74.0,15.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.3,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:24.000,0.0,75.0,79.0,78.0,75.0,17.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:26.000,0.0,73.0,75.0,73.0,74.0,9.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.9,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:28.000,0.0,79.0,81.0,73.0,73.0,17.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.8,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:30.000,0.0,76.0,77.0,75.0,80.0,15.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:32.000,0.0,74.0,75.0,73.0,73.0,14.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.5,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:34.000,0.0,74.0,75.0,72.0,73.0,9.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:36.000,0.0,74.0,77.0,74.0,74.0,16.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:38.000,0.0,78.0,80.0,79.0,79.0,13.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:40.000,0.0,75.0,76.0,74.0,72.0,15.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.4,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:42.000,0.0,73.0,74.0,72.0,72.0,12.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.9,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:44.000,0.0,74.0,81.0,81.0,73.0,16.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:46.000,0.0,79.0,80.0,78.0,78.0,14.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:48.000,0.0,76.0,77.0,76.0,74.0,17.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.8,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:50.000,0.0,79.0,79.0,79.0,78.0,10.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.9,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:52.000,0.0,76.0,77.0,73.0,74.0,16.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:54.000,0.0,79.0,78.0,75.0,79.0,15.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,14.0,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:56.000,0.0,74.0,74.0,73.0,72.0,10.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:27:58.000,0.0,75.0,76.0,76.0,74.0,15.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.2,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:00.000,0.0,75.0,75.0,73.0,72.0,9.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.7,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:02.000,0.0,76.0,78.0,74.0,76.0,14.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.0,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:04.000,0.0,75.0,78.0,81.0,79.0,17.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,11.3,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:06.000,0.0,74.0,75.0,73.0,74.0,7.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:08.000,0.0,75.0,75.0,75.0,76.0,13.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,14.1,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:10.000,0.0,73.0,74.0,72.0,73.0,10.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.4,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:12.000,0.0,74.0,75.0,74.0,73.0,14.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:14.000,0.0,72.0,78.0,78.0,75.0,11.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.3,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:16.000,0.0,76.0,78.0,78.0,77.0,12.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:18.000,0.0,74.0,75.0,74.0,73.0,16.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.0,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:20.000,0.0,74.0,75.0,74.0,74.0,14.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:22.000,0.0,74.0,76.0,73.0,74.0,12.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:24.000,0.0,75.0,78.0,75.0,75.0,17.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.7,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:26.000,0.0,73.0,74.0,71.0,72.0,9.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:28.000,0.0,75.0,76.0,74.0,74.0,14.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.9,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:30.000,0.0,75.0,76.0,75.0,74.0,12.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,22.4,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:32.000,0.0,81.0,77.0,75.0,75.0,18.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:34.000,0.0,75.0,76.0,75.0,74.0,10.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:36.000,0.0,72.0,75.0,72.0,72.0,13.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.2,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:38.000,0.0,79.0,80.0,80.0,77.0,17.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.8,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:40.000,0.0,74.0,77.0,74.0,73.0,12.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.8,82.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:42.000,0.0,77.0,82.0,79.0,79.0,18.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.3,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:44.000,0.0,79.0,79.0,72.0,77.0,13.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:46.000,0.0,77.0,80.0,78.0,78.0,13.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.8,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:48.000,0.0,76.0,78.0,75.0,79.0,15.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:50.000,0.0,77.0,79.0,79.0,76.0,15.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.9,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:52.000,0.0,75.0,77.0,74.0,76.0,18.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.7,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:54.000,0.0,73.0,75.0,72.0,74.0,10.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.7,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:56.000,0.0,75.0,77.0,73.0,74.0,10.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.6,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:28:58.000,0.0,73.0,74.0,72.0,72.0,10.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.5,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:00.000,0.0,78.0,80.0,80.0,79.0,15.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.0,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:02.000,0.0,75.0,77.0,74.0,73.0,14.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:04.000,0.0,79.0,78.0,79.0,78.0,12.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.8,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:06.000,0.0,75.0,74.0,72.0,74.0,10.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.4,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:08.000,0.0,72.0,74.0,73.0,73.0,9.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.6,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:10.000,0.0,79.0,80.0,79.0,79.0,17.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.9,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:12.000,0.0,75.0,77.0,75.0,75.0,9.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.0,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:14.000,0.0,75.0,77.0,75.0,74.0,13.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.4,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:16.000,0.0,74.0,75.0,73.0,72.0,13.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.2,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:18.000,0.0,80.0,81.0,80.0,75.0,14.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:20.000,0.0,76.0,77.0,72.0,72.0,13.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,18.5,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:22.000,0.0,79.0,81.0,77.0,77.0,14.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.6,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:24.000,0.0,76.0,75.0,72.0,72.0,12.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.4,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:26.000,0.0,73.0,75.0,71.0,72.0,9.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:28.000,0.0,76.0,76.0,74.0,75.0,9.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.6,82.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:30.000,0.0,80.0,82.0,75.0,74.0,16.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:32.000,0.0,74.0,75.0,72.0,73.0,16.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.0,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:34.000,0.0,75.0,77.0,74.0,74.0,17.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.6,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:36.000,0.0,79.0,82.0,75.0,73.0,16.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:38.000,0.0,76.0,76.0,74.0,73.0,9.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:41.000,0.0,74.0,77.0,75.0,80.0,16.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.0,79.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:43.000,0.0,78.0,78.0,79.0,73.0,16.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.3,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:45.000,0.0,75.0,75.0,75.0,74.0,9.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:47.000,0.0,74.0,75.0,74.0,73.0,17.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:49.000,0.0,76.0,78.0,77.0,75.0,16.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:51.000,0.0,73.0,75.0,74.0,72.0,9.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,20.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:53.000,0.0,74.0,75.0,74.0,73.0,16.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:55.000,0.0,77.0,78.0,78.0,77.0,10.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:57.000,0.0,74.0,76.0,73.0,76.0,15.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:29:59.000,0.0,72.0,74.0,72.0,73.0,8.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.2,82.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:01.000,0.0,79.0,81.0,82.0,79.0,17.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,14.0,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:03.000,0.0,73.0,75.0,75.0,76.0,10.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:05.000,0.0,75.0,76.0,74.0,75.0,13.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.0,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:07.000,0.0,75.0,76.0,73.0,73.0,9.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,22.3,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:09.000,0.0,79.0,78.0,80.0,78.0,18.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,21.1,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:11.000,0.0,79.0,81.0,77.0,78.0,17.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.0,81.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:13.000,0.0,79.0,81.0,80.0,78.0,12.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,19.2,82.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:15.000,0.0,79.0,82.0,81.0,79.0,15.5
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.5,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:17.000,0.0,76.0,78.0,74.0,73.0,12.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.6,74.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:19.000,0.0,72.0,72.0,72.0,72.0,9.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,16.2,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:21.000,0.0,73.0,75.0,73.0,72.0,12.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.2,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:23.000,0.0,79.0,80.0,79.0,78.0,13.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,15.5,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:25.000,0.0,75.0,77.0,74.0,74.0,11.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,11.8,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:27.000,0.0,74.0,75.0,74.0,72.0,8.3
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,25.0,83.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:29.000,0.0,77.0,83.0,78.0,81.0,21.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,12.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:31.000,0.0,75.0,74.0,74.0,75.0,9.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,23.1,83.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:33.000,0.0,77.0,83.0,80.0,76.0,19.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,14.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:35.000,0.0,75.0,76.0,75.0,75.0,11.2
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,14.7,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:37.000,0.0,75.0,75.0,72.0,73.0,11.0
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,23.8,80.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:39.000,0.0,75.0,80.0,75.0,75.0,20.1
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.4,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:41.000,0.0,74.0,75.0,72.0,73.0,9.8
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.5,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:43.000,0.0,73.0,75.0,72.0,73.0,13.9
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:45.000,0.0,76.0,77.0,74.0,75.0,13.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:47.000,0.0,74.0,75.0,73.0,73.0,13.4
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:49.000,0.0,75.0,77.0,73.0,73.0,9.6
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,13.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:51.000,0.0,74.0,76.0,74.0,73.0,9.7
CoinIMP (CPU) (40%),ASUS Zenbook UX51VZ,1,Attack,17.4,75.0,0.0,Cryptojacking,Open Hardware Monitor,05:30:53.000,0.0,74.0,74.0,72.0,73.0,13.8
