Attack,Host,Run,Mode,CPU Power (W),CPU Temperature (°C),GPU Temperature (°C),Attack Type,Measurement,Timestamp,CPU Graphics Power (W),CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Power Cores (W)
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,24.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:26.000,0.0,71.0,72.0,69.0,70.0,20.1
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:28.000,0.0,75.0,74.0,71.0,72.0,18.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.3,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:30.000,0.0,71.0,73.0,70.0,71.0,15.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,25.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:32.000,0.0,78.0,78.0,79.0,77.0,21.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:34.000,0.0,73.0,73.0,69.0,71.0,19.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.1,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:36.000,0.0,72.0,74.0,71.0,71.0,18.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.5,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:38.000,0.0,77.0,78.0,71.0,74.0,19.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.3,72.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:40.000,0.0,72.0,72.0,69.0,71.0,17.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.8,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:42.000,0.0,77.0,78.0,78.0,75.0,19.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.7,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:44.000,0.0,76.0,77.0,77.0,76.0,17.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:46.000,0.0,77.0,78.0,72.0,72.0,15.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.0,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:48.000,0.0,72.0,72.0,71.0,72.0,17.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,24.3,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:50.000,0.0,76.0,78.0,76.0,76.0,20.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.4,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:52.000,0.0,75.0,77.0,75.0,76.0,16.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.5,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:54.000,0.0,76.0,74.0,78.0,77.0,18.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:56.000,0.0,72.0,74.0,76.0,73.0,14.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:53:58.000,0.0,78.0,79.0,76.0,77.0,19.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:00.000,0.0,72.0,74.0,73.0,73.0,18.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:02.000,0.0,75.0,79.0,75.0,76.0,15.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.5,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:04.000,0.0,77.0,78.0,77.0,77.0,17.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:06.000,0.0,75.0,74.0,78.0,73.0,17.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.3,71.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:08.000,0.0,70.0,71.0,69.0,71.0,12.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.5,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:10.000,0.0,69.0,71.0,68.0,72.0,13.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.2,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:12.000,0.0,78.0,79.0,78.0,78.0,19.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.8,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:14.000,0.0,73.0,74.0,72.0,73.0,18.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:16.000,0.0,73.0,75.0,72.0,73.0,16.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.6,72.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:18.000,0.0,71.0,72.0,68.0,71.0,14.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.9,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:20.000,0.0,74.0,75.0,77.0,77.0,14.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.4,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:23.000,0.0,76.0,78.0,76.0,76.0,17.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:25.000,0.0,76.0,78.0,71.0,75.0,15.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:27.000,0.0,78.0,79.0,76.0,77.0,18.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.9,73.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:29.000,0.0,72.0,73.0,70.0,71.0,14.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,13.7,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:31.000,0.0,73.0,75.0,72.0,73.0,10.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.1,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:33.000,0.0,77.0,79.0,76.0,76.0,17.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.7,73.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:35.000,0.0,70.0,74.0,71.0,72.0,18.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:37.000,0.0,77.0,79.0,76.0,76.0,18.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.7,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:39.000,0.0,72.0,72.0,70.0,72.0,18.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,15.0,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:41.000,0.0,72.0,73.0,70.0,73.0,11.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:43.000,0.0,78.0,78.0,75.0,77.0,17.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.5,73.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:45.000,0.0,70.0,73.0,70.0,71.0,17.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.9,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:47.000,0.0,77.0,79.0,76.0,77.0,19.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.4,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:49.000,0.0,77.0,76.0,73.0,76.0,19.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:51.000,0.0,76.0,79.0,72.0,75.0,14.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:53.000,0.0,73.0,74.0,74.0,76.0,15.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,25.4,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:55.000,0.0,73.0,76.0,74.0,73.0,21.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:57.000,0.0,75.0,78.0,77.0,76.0,12.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.2,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:54:59.000,0.0,75.0,77.0,75.0,79.0,18.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,25.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:01.000,0.1,74.0,74.0,74.0,73.0,21.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:03.000,0.0,75.0,78.0,77.0,76.0,15.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.8,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:05.000,0.0,76.0,77.0,76.0,76.0,13.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.4,73.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:07.000,0.0,72.0,73.0,72.0,72.0,17.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:09.000,0.0,74.0,79.0,73.0,72.0,18.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.1,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:11.000,0.0,72.0,73.0,73.0,72.0,15.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.9,73.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:13.000,0.0,73.0,73.0,73.0,73.0,17.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:15.000,0.0,79.0,78.0,79.0,74.0,17.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,24.0,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:17.000,0.0,75.0,75.0,74.0,77.0,20.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,24.6,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:19.000,0.0,74.0,79.0,75.0,75.0,20.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:21.000,0.0,77.0,77.0,76.0,74.0,18.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.7,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:23.000,0.0,78.0,79.0,78.0,79.0,19.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,24.1,81.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:25.000,0.0,78.0,81.0,80.0,75.0,20.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,23.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:27.000,0.0,74.0,78.0,74.0,75.0,19.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.2,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:29.000,0.0,77.0,80.0,77.0,77.0,15.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:31.000,0.0,73.0,75.0,72.0,72.0,14.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.5,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:33.000,0.0,76.0,79.0,77.0,76.0,16.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.3,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:35.000,0.0,73.0,75.0,73.0,74.0,16.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:37.000,0.0,75.0,77.0,75.0,75.0,16.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.2,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:39.000,0.0,74.0,74.0,72.0,74.0,17.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.6,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:41.000,0.0,78.0,80.0,79.0,77.0,15.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:43.000,0.0,74.0,77.0,74.0,75.0,15.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.5,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:45.000,0.0,78.0,79.0,76.0,77.0,12.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:47.000,0.0,72.0,73.0,72.0,77.0,14.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:49.000,0.0,72.0,75.0,73.0,73.0,16.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:51.000,0.0,72.0,73.0,72.0,72.0,16.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.3,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:53.000,0.0,74.0,75.0,72.0,73.0,15.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.2,81.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:55.000,0.0,74.0,78.0,73.0,74.0,15.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.5,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:57.000,0.0,74.0,75.0,71.0,74.0,15.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,22.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:55:59.000,0.0,77.0,79.0,77.0,77.0,18.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.9,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:01.000,0.0,76.0,78.0,76.0,76.0,16.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:03.000,0.0,74.0,77.0,73.0,76.0,14.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.1,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:05.000,0.0,74.0,77.0,73.0,74.0,17.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.9,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:07.000,0.0,76.0,75.0,73.0,74.0,16.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:09.000,0.0,73.0,74.0,72.0,74.0,14.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.1,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:11.000,0.0,74.0,74.0,72.0,73.0,15.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.4,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:13.000,0.0,76.0,75.0,74.0,75.0,17.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.0,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:15.000,0.0,74.0,75.0,71.0,77.0,15.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:17.000,0.0,73.0,74.0,72.0,73.0,15.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:19.000,0.0,73.0,74.0,72.0,72.0,14.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:21.000,0.0,79.0,78.0,76.0,76.0,16.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.8,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:23.000,0.0,74.0,77.0,78.0,75.0,17.1
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.6,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:25.000,0.0,74.0,75.0,72.0,73.0,15.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.6,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:27.000,0.0,78.0,80.0,77.0,78.0,13.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:29.000,0.0,74.0,75.0,73.0,74.0,15.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:32.000,0.0,74.0,76.0,77.0,74.0,14.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:34.000,0.0,73.0,75.0,73.0,78.0,16.5
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.2,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:36.000,0.0,74.0,75.0,74.0,74.0,15.6
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:38.000,0.0,77.0,78.0,77.0,76.0,13.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.9,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:40.000,0.0,79.0,79.0,79.0,76.0,16.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:42.000,0.0,75.0,77.0,78.0,74.0,14.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:44.000,0.0,78.0,80.0,78.0,78.0,12.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:46.000,0.0,74.0,76.0,73.0,73.0,13.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,14.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:48.000,0.0,73.0,75.0,71.0,73.0,11.4
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:50.000,0.0,78.0,80.0,80.0,77.0,14.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:52.000,0.0,74.0,76.0,73.0,73.0,14.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.5,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:54.000,0.0,79.0,80.0,77.0,78.0,14.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.7,75.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:56.000,0.0,74.0,74.0,73.0,74.0,13.1
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,16.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:56:58.000,0.0,73.0,75.0,72.0,78.0,13.1
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.5,80.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:00.000,0.0,73.0,80.0,76.0,77.0,14.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:02.000,0.0,78.0,79.0,77.0,77.0,17.0
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,20.0,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:04.000,0.0,73.0,75.0,71.0,72.0,16.3
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,19.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:06.000,0.0,77.0,79.0,77.0,77.0,15.9
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.3,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:08.000,0.0,78.0,78.0,76.0,75.0,14.8
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,18.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:10.000,0.0,76.0,76.0,72.0,74.0,15.2
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,21.3,76.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:12.000,0.0,76.0,76.0,73.0,74.0,17.7
CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,1,Attack,17.9,78.0,0.0,Cryptojacking,Open Hardware Monitor,04:57:14.000,0.0,75.0,76.0,75.0,75.0,14.3
