Attack,Host,Run,Mode,CPU Power (W),CPU Temperature (°C),GPU Temperature (°C),Attack Type,Measurement,Timestamp,CPU Graphics Power (W),CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Power Cores (W)
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:22.000,0.0,73.0,75.0,74.0,75.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.9,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:24.000,0.0,78.0,79.0,78.0,76.0,10.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.9,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:26.000,0.0,73.0,75.0,77.0,74.0,15.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.5,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:28.000,0.0,74.0,75.0,73.0,73.0,13.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.8,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:30.000,0.0,75.0,78.0,75.0,75.0,15.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.9,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:32.000,0.0,75.0,75.0,73.0,73.0,13.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.7,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:34.000,0.0,75.0,75.0,74.0,73.0,14.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.4,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:36.000,0.0,78.0,78.0,77.0,75.0,11.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,12.5,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:38.000,0.0,73.0,74.0,71.0,72.0,9.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.1,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:40.000,0.0,79.0,75.0,72.0,78.0,11.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.3,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:42.000,0.0,74.0,74.0,73.0,72.0,13.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,20.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:44.000,0.0,76.0,75.0,73.0,73.0,16.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,20.1,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:46.000,0.0,77.0,77.0,77.0,74.0,16.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:48.000,0.0,76.0,79.0,77.0,75.0,11.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.2,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:50.000,0.0,75.0,76.0,73.0,73.0,11.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:52.000,0.0,77.0,76.0,73.0,74.0,9.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:54.000,0.0,78.0,73.0,78.0,72.0,11.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:56.000,0.0,77.0,79.0,77.0,77.0,13.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.5,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:02:58.000,0.0,73.0,72.0,72.0,73.0,10.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:00.000,0.0,76.0,76.0,76.0,76.0,11.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.4,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:02.000,0.0,73.0,74.0,72.0,76.0,10.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.7,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:04.000,0.0,76.0,75.0,72.0,75.0,13.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,20.4,81.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:06.000,0.0,81.0,76.0,74.0,75.0,16.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,19.2,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:08.000,0.0,77.0,77.0,76.0,75.0,15.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.3,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:10.000,0.0,78.0,80.0,73.0,77.0,10.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.5,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:12.000,0.0,78.0,79.0,77.0,77.0,11.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:14.000,0.0,76.0,74.0,76.0,75.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.8,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:16.000,0.0,73.0,75.0,71.0,73.0,11.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.3,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:18.000,0.0,74.0,75.0,74.0,75.0,12.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.0,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:20.000,0.0,75.0,76.0,73.0,73.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.5,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:22.000,0.0,74.0,77.0,73.0,76.0,11.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.8,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:25.000,0.0,78.0,79.0,78.0,78.0,13.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:27.000,0.0,78.0,75.0,72.0,77.0,11.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.8,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:29.000,0.0,79.0,80.0,79.0,78.0,14.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,19.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:31.000,0.0,80.0,77.0,73.0,74.0,15.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:33.000,0.0,79.0,80.0,75.0,78.0,11.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.4,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:35.000,0.0,73.0,73.0,72.0,73.0,11.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.2,68.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:37.000,0.0,68.0,68.0,68.0,68.0,13.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.5,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:39.000,0.0,78.0,79.0,78.0,78.0,14.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.4,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:41.000,0.0,73.0,73.0,71.0,73.0,10.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.9,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:43.000,0.0,80.0,80.0,79.0,79.0,14.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.9,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:45.000,0.0,75.0,73.0,73.0,74.0,13.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:47.000,0.0,73.0,74.0,72.0,74.0,12.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.6,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:49.000,0.0,74.0,74.0,72.0,75.0,14.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,19.0,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:51.000,0.0,78.0,80.0,79.0,78.0,15.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,19.2,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:53.000,0.0,74.0,75.0,72.0,74.0,15.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.9,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:55.000,0.0,72.0,73.0,71.0,72.0,10.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.9,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:57.000,0.0,79.0,75.0,78.0,77.0,15.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:03:59.000,0.0,79.0,75.0,79.0,77.0,12.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:01.000,0.0,78.0,75.0,78.0,79.0,11.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.6,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:03.000,0.0,74.0,80.0,73.0,78.0,15.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.7,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:05.000,0.0,76.0,76.0,76.0,76.0,11.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:07.000,0.0,78.0,78.0,78.0,78.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:09.000,0.0,73.0,80.0,76.0,79.0,13.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.3,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:11.000,0.0,75.0,75.0,72.0,73.0,12.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.9,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:13.000,0.0,77.0,77.0,77.0,75.0,13.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.8,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:15.000,0.0,72.0,73.0,70.0,73.0,14.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:17.000,0.0,78.0,79.0,78.0,80.0,12.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.5,81.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:19.000,0.0,78.0,81.0,75.0,75.0,14.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.3,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:21.000,0.0,75.0,76.0,72.0,74.0,13.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.6,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:23.000,0.0,72.0,74.0,71.0,73.0,13.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.7,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:25.000,0.0,73.0,79.0,77.0,77.0,13.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.3,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:27.000,0.0,73.0,75.0,71.0,72.0,13.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.3,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:29.000,0.0,72.0,73.0,71.0,73.0,11.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.3,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:31.000,0.0,72.0,74.0,72.0,73.0,11.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.0,81.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:33.000,0.0,75.0,81.0,78.0,75.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.6,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:35.000,0.0,73.0,74.0,71.0,73.0,13.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.0,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:37.000,0.0,79.0,78.0,75.0,77.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:39.000,0.0,77.0,78.0,76.0,77.0,12.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.4,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:41.000,0.0,73.0,77.0,72.0,77.0,9.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.3,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:43.000,0.0,72.0,73.0,70.0,73.0,11.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.9,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:45.000,0.0,73.0,73.0,70.0,73.0,12.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.4,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:47.000,0.0,75.0,79.0,72.0,78.0,13.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.7,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:49.000,0.0,78.0,80.0,77.0,78.0,13.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:51.000,0.0,73.0,74.0,72.0,74.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:53.000,0.0,72.0,75.0,72.0,74.0,11.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.1,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:55.000,0.0,73.0,75.0,72.0,72.0,11.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.3,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:57.000,0.0,76.0,79.0,74.0,79.0,11.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.0,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:04:59.000,0.0,76.0,76.0,71.0,72.0,10.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:01.000,0.0,77.0,74.0,71.0,78.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.2,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:03.000,0.0,77.0,78.0,72.0,78.0,11.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.7,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:05.000,0.0,72.0,73.0,70.0,72.0,10.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.4,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:07.000,0.0,76.0,77.0,76.0,77.0,12.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.5,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:09.000,0.0,72.0,73.0,72.0,73.0,14.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:11.000,0.0,79.0,76.0,76.0,73.0,10.9
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.4,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:13.000,0.0,74.0,73.0,71.0,72.0,12.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.2,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:15.000,0.0,72.0,73.0,70.0,72.0,10.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.8,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:17.000,0.0,77.0,73.0,76.0,78.0,12.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,19.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:19.000,0.0,73.0,79.0,77.0,78.0,15.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,76.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:21.000,0.0,74.0,74.0,71.0,73.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.0,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:23.000,0.0,72.0,74.0,75.0,74.0,12.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:25.000,0.0,77.0,78.0,76.0,77.0,11.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.8,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:27.000,0.0,77.0,76.0,80.0,74.0,14.3
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:29.000,0.0,73.0,74.0,72.0,73.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.5,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:31.000,0.0,73.0,79.0,78.0,78.0,12.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.7,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:33.000,0.0,73.0,75.0,74.0,73.0,12.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,14.2,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:35.000,0.0,73.0,75.0,73.0,73.0,10.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.6,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:37.000,0.0,72.0,73.0,72.0,73.0,10.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.6,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:39.000,0.0,73.0,72.0,70.0,72.0,12.1
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.1,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:41.000,0.0,74.0,79.0,74.0,76.0,9.8
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.8,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:43.000,0.0,72.0,72.0,72.0,72.0,13.2
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.1,72.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:45.000,0.0,72.0,72.0,72.0,72.0,12.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.3,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:47.000,0.0,73.0,78.0,79.0,78.0,12.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.1,80.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:49.000,0.0,75.0,80.0,78.0,74.0,12.6
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.6,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:51.000,0.0,78.0,79.0,76.0,73.0,13.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,16.6,78.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:53.000,0.0,78.0,78.0,77.0,75.0,13.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,13.0,73.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:55.000,0.0,72.0,72.0,72.0,72.0,9.7
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,18.7,79.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:57.000,0.0,79.0,77.0,72.0,78.0,15.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,15.5,77.0,0.0,Cryptojacking,Open Hardware Monitor,03:05:59.000,0.0,78.0,75.0,76.0,73.0,12.0
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:06:02.000,0.0,72.0,73.0,71.0,73.0,13.4
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.0,74.0,0.0,Cryptojacking,Open Hardware Monitor,03:06:04.000,0.0,72.0,73.0,71.0,72.0,13.5
CoinIMP (CPU) (30%),ASUS Zenbook UX51VZ,1,Attack,17.1,75.0,0.0,Cryptojacking,Open Hardware Monitor,03:06:06.000,0.0,73.0,73.0,72.0,73.0,13.5
