Attack,Host,Run,Mode,CPU Power (W),CPU Temperature (°C),GPU Temperature (°C),Attack Type,Measurement,Timestamp,CPU Graphics Power (W),CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Power Cores (W)
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.1,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:08.000,0.0,44.0,44.0,44.0,44.0,1.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:11.000,0.0,42.0,42.0,42.0,42.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.9,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:14.000,0.0,45.0,45.0,44.0,44.0,1.5
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:17.000,0.0,42.0,42.0,42.0,42.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:20.000,0.0,44.0,44.0,44.0,44.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.0,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:23.000,0.0,44.0,44.0,44.0,44.0,1.6
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:26.000,0.0,45.0,45.0,45.0,45.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:29.000,0.0,44.0,44.0,44.0,44.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:32.000,0.0,42.0,42.0,42.0,42.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:35.000,0.0,44.0,44.0,44.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:38.000,0.0,44.0,43.0,45.0,45.0,1.3
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:41.000,0.0,45.0,45.0,45.0,45.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:44.000,0.0,42.0,42.0,42.0,42.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:47.000,0.0,43.0,43.0,43.0,43.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,8.1,53.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:50.000,0.0,45.0,45.0,47.0,53.0,5.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:53.000,0.0,45.0,45.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:56.000,0.1,42.0,42.0,42.0,42.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.5,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:23:59.000,0.0,38.0,38.0,38.0,38.0,1.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:02.000,0.1,44.0,44.0,44.0,44.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:05.000,0.1,42.0,42.0,42.0,42.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:08.000,0.1,38.0,38.0,38.0,38.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:11.000,0.1,41.0,41.0,41.0,41.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.4,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:14.000,0.0,43.0,43.0,44.0,44.0,1.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:17.000,0.1,37.0,37.0,37.0,37.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:20.000,0.1,41.0,41.0,41.0,41.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:23.000,0.1,38.0,38.0,38.0,38.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:26.000,0.1,39.0,39.0,39.0,39.0,1.5
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:29.000,0.1,44.0,44.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:32.000,0.1,44.0,43.0,43.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:35.000,0.1,42.0,42.0,42.0,41.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:38.000,0.1,38.0,38.0,38.0,38.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:41.000,0.1,44.0,44.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:44.000,0.1,40.0,40.0,40.0,40.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:47.000,0.1,43.0,43.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:50.000,0.1,43.0,42.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:53.000,0.1,38.0,38.0,38.0,38.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:56.000,0.1,39.0,39.0,39.0,39.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.0,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:24:59.000,0.1,37.0,37.0,37.0,37.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:02.000,0.1,43.0,43.0,43.0,43.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:05.000,0.1,41.0,41.0,41.0,41.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:08.000,0.0,39.0,39.0,39.0,39.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:11.000,0.0,38.0,38.0,38.0,38.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:14.000,0.0,38.0,38.0,38.0,38.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:17.000,0.0,42.0,42.0,42.0,42.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:20.000,0.0,42.0,42.0,42.0,42.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:23.000,0.0,44.0,44.0,44.0,44.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:27.000,0.0,42.0,42.0,42.0,42.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:30.000,0.0,41.0,41.0,41.0,45.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:33.000,0.0,40.0,40.0,40.0,40.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:36.000,0.0,43.0,43.0,43.0,43.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,7.1,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:39.000,0.0,45.0,45.0,45.0,45.0,4.6
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.9,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:42.000,0.0,42.0,43.0,42.0,44.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:45.000,0.0,40.0,40.0,40.0,40.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:48.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:51.000,0.0,44.0,44.0,44.0,44.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:54.000,0.0,41.0,41.0,41.0,41.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:25:57.000,0.0,45.0,42.0,43.0,45.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:00.000,0.0,39.0,39.0,39.0,39.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:03.000,0.0,39.0,39.0,39.0,39.0,1.6
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:06.000,0.0,42.0,42.0,42.0,42.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:09.000,0.0,40.0,40.0,40.0,40.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:12.000,0.0,41.0,41.0,41.0,41.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:15.000,0.0,39.0,39.0,39.0,39.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:18.000,0.0,42.0,42.0,42.0,42.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:21.000,0.0,40.0,40.0,40.0,40.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,8.3,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:24.000,0.0,40.0,40.0,40.0,40.0,5.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:27.000,0.0,41.0,41.0,41.0,41.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:30.000,0.0,41.0,41.0,41.0,41.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.8,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:33.000,0.0,41.0,41.0,41.0,44.0,2.3
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.2,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:36.000,0.0,44.0,44.0,44.0,45.0,1.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:39.000,0.0,43.0,43.0,43.0,43.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:42.000,0.0,38.0,38.0,38.0,38.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:45.000,0.0,44.0,44.0,43.0,45.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:48.000,0.0,39.0,39.0,39.0,39.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:51.000,0.0,41.0,41.0,41.0,41.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:54.000,0.0,39.0,39.0,43.0,45.0,1.3
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:26:57.000,0.0,41.0,41.0,41.0,41.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,43.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:00.000,0.0,43.0,43.0,43.0,43.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:03.000,0.0,40.0,40.0,40.0,45.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:06.000,0.0,39.0,39.0,39.0,39.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:09.000,0.0,41.0,41.0,41.0,41.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:12.000,0.0,39.0,39.0,39.0,39.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:15.000,0.0,37.0,37.0,37.0,37.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:18.000,0.0,44.0,44.0,44.0,44.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:21.000,0.0,37.0,37.0,37.0,37.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.7,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:24.000,0.0,43.0,43.0,43.0,43.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:27.000,0.0,40.0,40.0,40.0,40.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:30.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,37.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:33.000,0.0,37.0,37.0,37.0,37.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:36.000,0.0,38.0,38.0,38.0,45.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:39.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:42.000,0.0,38.0,38.0,38.0,38.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:45.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.5,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:48.000,0.0,38.0,38.0,38.0,38.0,1.1
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:51.000,0.0,44.0,44.0,44.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.6,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:54.000,0.0,45.0,45.0,45.0,45.0,1.2
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:27:57.000,0.0,39.0,39.0,39.0,39.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:00.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:03.000,0.0,43.0,42.0,42.0,42.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,41.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:06.000,0.0,41.0,41.0,41.0,41.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:09.000,0.0,37.0,37.0,37.0,37.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:12.000,0.0,38.0,38.0,38.0,38.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:15.000,0.0,40.0,40.0,40.0,40.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:18.000,0.0,39.0,39.0,39.0,39.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:21.000,0.0,42.0,42.0,42.0,42.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:24.000,0.0,39.0,39.0,39.0,39.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,45.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:27.000,0.0,38.0,38.0,38.0,38.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:31.000,0.0,44.0,44.0,44.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:34.000,0.0,44.0,44.0,44.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,38.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:37.000,0.0,37.0,37.0,37.0,37.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:40.000,0.0,40.0,40.0,40.0,40.0,1.0
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.4,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:43.000,0.0,42.0,42.0,42.0,42.0,0.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,4.5,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:46.000,0.0,44.0,43.0,44.0,44.0,1.9
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:49.000,0.0,44.0,44.0,44.0,44.0,1.4
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:52.000,0.0,44.0,44.0,44.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:55.000,0.0,39.0,39.0,39.0,39.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:28:58.000,0.0,43.0,43.0,42.0,42.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.8,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:29:01.000,0.0,44.0,43.0,43.0,44.0,1.3
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,40.0,0.0,Cryptojacking,Open Hardware Monitor,09:29:04.000,0.0,40.0,40.0,40.0,40.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.2,44.0,0.0,Cryptojacking,Open Hardware Monitor,09:29:07.000,0.0,43.0,43.0,42.0,44.0,0.8
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.1,39.0,0.0,Cryptojacking,Open Hardware Monitor,09:29:10.000,0.0,38.0,38.0,38.0,38.0,0.7
CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,1,Idle,3.3,42.0,0.0,Cryptojacking,Open Hardware Monitor,09:29:13.000,0.0,42.0,42.0,42.0,42.0,0.9
