Attack,Host,Run,Mode,CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,CPU Usage Idle (%),CPU Usage System (%),CPU Usage User (%),CPU Usage Wait %,Disk mmcblk1 Block Size (Ko),Disk mmcblk1 Read (Ko/s),Disk mmcblk1 Transfers,Disk mmcblk1 Usage (%),Disk mmcblk1 Write (Ko/s),Disk mmcblk1p1 Block Size (Ko),Disk mmcblk1p1 Read (Ko/s),Disk mmcblk1p1 Transfers,Disk mmcblk1p1 Usage (%),Disk mmcblk1p1 Write (Ko/s),Disk mmcblk1p2 Block Size (Ko),Disk mmcblk1p2 Read (Ko/s),Disk mmcblk1p2 Transfers,Disk mmcblk1p2 Usage (%),Disk mmcblk1p2 Write (Ko/s),JFS boot/firmware Usage (%),JFS dev Usage (%),JFS run Usage (%),JFS Usage (%),Memory Active (Mo),Memory Buffers (Mo),Memory Cached (Mo),Memory Free (Mo),Memory Inactive (Mo),Memory Usage (Mo),Network eth0 Received (Ko/s),Network eth0 Sent (Ko/s),Network lo Received (Ko/s),Network lo Sent (Ko/s),Network wlan0 Received (Ko/s),Network wlan0 Sent (Ko/s),Network Packet eth0 Received,Network Packet eth0 Sent,Network Packet lo Received,Network Packet lo Sent,Network Packet wlan0 Received,Network Packet wlan0 Sent,Process Execs,Process Forks,Process Switches,Processes Blocked,Processes Runnable,Swap Free (Mo),Swap Usage (Mo)
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,36.6,28.276827207435563,Denial of Service,nmon,17:57:30.000,63.4,26.4,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2716.3,747.0,3787.2,0.0,-0.0,0.0,-0.0,51.5,-11525.1,0.0,0.0,0.0,0.0,1001.5,7916.9,0.0,0.0,29905.9,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,32.3,28.345479509928182,Denial of Service,nmon,17:57:31.000,67.7,23.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2713.7,747.0,3787.2,0.0,-0.0,0.0,-0.0,44.0,-9942.8,0.0,0.0,0.0,0.0,858.1,6802.3,0.0,0.0,22593.3,0,5,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,37.1,28.40356991972961,Denial of Service,nmon,17:57:32.000,62.9,27.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2711.5,747.0,3787.2,0.0,-0.0,0.0,-0.0,45.5,-10851.3,0.0,0.0,0.0,0.0,892.2,7444.7,0.0,0.0,24775.5,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,35.900000000000006,28.45637938318546,Denial of Service,nmon,17:57:33.000,64.1,25.1,10.7,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2709.5,747.0,3787.2,0.0,-0.0,0.0,-0.0,47.3,-11262.6,0.0,0.0,0.0,0.0,930.3,7679.1,0.0,0.0,28554.3,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,38.4,28.490705534431772,Denial of Service,nmon,17:57:34.000,61.6,27.2,11.2,0.0,6.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,12.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2708.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.7,-11662.3,0.0,0.0,0.0,0.0,1033.4,7984.2,0.0,0.0,30502.7,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,34.7,28.54351499788762,Denial of Service,nmon,17:57:35.000,65.3,25.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2706.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,48.9,-10537.6,0.0,0.0,0.0,0.0,957.6,7203.9,0.0,0.0,27183.6,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,36.3,28.321715251373046,Denial of Service,nmon,17:57:36.000,63.7,25.7,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2714.6,747.0,3787.2,0.0,-0.0,0.0,-0.0,51.3,-11187.2,0.0,0.0,0.0,0.0,1005.3,7686.7,0.0,0.0,29054.3,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,37.8,28.414131812420784,Denial of Service,nmon,17:57:37.000,62.2,28.5,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2711.1,747.0,3787.2,0.0,-0.0,0.0,-0.0,50.5,-11606.3,0.0,0.0,0.0,0.0,985.4,7927.3,0.0,0.0,27661.6,0,6,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,34.7,28.200253485424586,Denial of Service,nmon,17:57:38.000,65.3,24.4,10.3,0.0,6.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,12.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2719.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,45.9,-10571.0,0.0,0.0,0.0,0.0,897.5,7227.0,0.0,0.0,26477.6,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,34.099999999999994,28.321715251373046,Denial of Service,nmon,17:57:39.000,65.9,24.9,8.9,0.3,6.7,0.0,3.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,6.7,0.0,3.0,1.0,19.9,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2714.6,747.0,3787.2,0.0,-0.0,0.0,-0.0,48.9,-10708.6,0.0,0.0,0.0,0.0,950.6,7345.5,0.0,0.0,21766.2,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,33.900000000000006,28.40356991972961,Denial of Service,nmon,17:57:40.000,66.1,23.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2711.5,747.0,3787.2,0.0,-0.0,0.0,-0.0,46.2,-10964.8,0.0,0.0,0.0,0.0,894.3,7436.2,0.0,0.0,23458.3,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,34.2,28.43789607097592,Denial of Service,nmon,17:57:41.000,65.8,24.5,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2710.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,47.0,-10781.5,0.0,0.0,0.0,0.0,917.6,7292.1,0.0,0.0,21935.1,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,33.5,28.47222222222222,Denial of Service,nmon,17:57:42.000,66.5,25.1,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2708.9,747.0,3787.2,0.0,-0.0,0.0,-0.0,47.4,-11028.0,0.0,0.0,0.0,0.0,923.6,7458.8,0.0,0.0,21316.2,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,33.099999999999994,28.231939163498097,Denial of Service,nmon,17:57:43.000,66.9,24.2,8.9,0.0,24.0,0.0,1.0,1.0,23.9,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,23.9,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2718.0,747.0,3787.2,0.0,-0.0,0.0,-0.0,50.5,-11517.3,0.0,0.0,0.0,0.0,990.4,7789.8,0.0,0.0,20312.2,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,30.099999999999994,28.305872412336296,Denial of Service,nmon,17:57:44.000,69.9,20.8,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2715.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,51.2,-11654.9,0.0,0.0,0.0,0.0,998.7,7883.8,0.0,0.0,18071.3,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,25.5,28.369243768483297,Denial of Service,nmon,17:57:45.000,74.5,17.9,7.3,0.3,7.4,0.0,7.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,7.4,0.0,7.0,1.0,51.7,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2712.8,747.0,3787.2,0.0,-0.0,0.0,-0.0,42.2,-9769.7,0.0,0.0,0.0,0.0,817.8,6608.7,0.0,0.0,13621.9,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,25.5,28.451098436839885,Denial of Service,nmon,17:57:46.000,74.5,17.9,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2709.7,747.0,3787.2,0.0,-0.0,0.0,-0.0,42.6,-10655.8,0.0,0.0,0.0,0.0,827.8,7207.1,0.0,0.0,13531.5,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,26.299999999999997,28.19233206590621,Denial of Service,nmon,17:57:47.000,73.7,18.5,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2719.5,747.0,3787.2,0.0,-0.0,0.0,-0.0,43.5,-10471.8,0.0,0.0,0.0,0.0,847.7,7082.6,0.0,0.0,14257.0,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,44.0,28.253062948880437,Denial of Service,nmon,17:57:48.000,56.0,33.4,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2717.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,64.5,-10477.6,0.0,0.0,0.0,0.0,1243.7,7520.0,0.0,0.0,69523.9,0,5,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,49.0,28.287389100126738,Denial of Service,nmon,17:57:49.000,51.0,37.6,11.3,0.0,8.0,0.0,2.0,1.0,15.9,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,15.9,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2715.9,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.0,-11119.3,0.0,0.0,0.0,0.0,1009.5,7598.4,0.0,0.0,77385.7,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,44.0,28.345479509928182,Denial of Service,nmon,17:57:50.000,56.0,31.1,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2713.7,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.0,-10926.1,0.0,0.0,0.0,0.0,1016.9,7440.3,0.0,0.0,56455.7,0,6,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,38.0,28.414131812420784,Denial of Service,nmon,17:57:51.000,62.0,26.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2711.1,747.0,3787.2,0.0,-0.0,0.0,-0.0,56.0,-10782.3,0.0,0.0,0.0,0.0,1065.4,7314.1,0.0,0.0,33735.2,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,32.7,28.506548373468522,Denial of Service,nmon,17:57:52.000,67.3,24.9,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2707.6,747.0,3787.2,0.0,-0.0,0.0,-0.0,54.5,-10320.8,0.0,0.0,0.0,0.0,1061.6,6980.5,0.0,0.0,24775.1,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,33.599999999999994,28.54615547106041,Denial of Service,nmon,17:57:53.000,66.4,24.4,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2706.1,747.0,3787.2,0.0,-0.0,0.0,-0.0,54.1,-11130.5,0.0,0.0,0.0,0.0,1058.1,7528.2,0.0,0.0,24136.9,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,36.4,28.598964934516268,Denial of Service,nmon,17:57:54.000,63.6,27.8,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.6,2704.1,747.0,3787.2,0.0,-0.0,0.0,-0.0,54.8,-11111.2,0.0,0.0,0.0,0.0,1078.6,7516.0,0.0,0.0,31878.7,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,38.8,28.633291085762558,Denial of Service,nmon,17:57:55.000,61.2,29.2,9.3,0.3,5.3,0.0,3.0,1.0,15.9,0.0,0.0,0.0,0.0,0.0,5.3,0.0,3.0,0.0,15.9,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2702.8,747.0,3787.2,0.0,-0.0,0.0,-0.0,54.7,-10891.4,0.0,0.0,0.0,0.0,1069.8,7366.4,0.0,0.0,34678.5,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,34.099999999999994,28.720426700464717,Denial of Service,nmon,17:57:56.000,65.9,25.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2699.5,747.0,3787.2,0.0,-0.0,0.0,-0.0,49.3,-10309.9,0.0,0.0,0.0,0.0,962.7,6973.2,0.0,0.0,26074.1,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,31.900000000000006,28.488065061258972,Denial of Service,nmon,17:57:57.000,68.1,23.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2708.3,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.4,-11053.6,0.0,0.0,0.0,0.0,1022.4,7476.2,0.0,0.0,24763.6,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,29.400000000000006,28.239860583016473,Denial of Service,nmon,17:57:58.000,70.6,21.3,7.8,0.3,6.6,0.0,19.9,2.0,131.7,0.0,0.0,0.0,0.0,0.0,6.6,0.0,19.9,3.0,131.7,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2717.7,747.0,3787.2,0.0,-0.0,0.0,-0.0,49.2,-10924.1,0.0,0.0,0.0,0.0,955.5,7389.5,0.0,1.0,17353.3,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,30.400000000000006,28.36660329531051,Denial of Service,nmon,17:57:59.000,69.6,22.6,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2712.9,747.0,3787.2,0.0,-0.0,0.0,-0.0,47.3,-11246.0,0.0,0.0,0.0,0.0,924.6,7606.3,0.0,0.0,17143.5,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,32.2,28.432615124630324,Denial of Service,nmon,17:58:00.000,67.8,23.8,8.2,0.3,10.0,0.0,2.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,19.9,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2710.4,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.8,-11740.0,0.0,0.0,0.0,0.0,1034.1,7940.4,0.0,0.0,21667.3,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,32.599999999999994,28.466941275876636,Denial of Service,nmon,17:58:01.000,67.4,25.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2709.1,747.0,3787.2,0.0,-0.0,0.0,-0.0,52.3,-11089.9,0.0,0.0,0.0,0.0,1026.0,7501.6,0.0,0.0,22417.1,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,31.299999999999997,28.495986480777347,Denial of Service,nmon,17:58:02.000,68.7,22.3,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2708.0,747.0,3787.2,0.0,-0.0,0.0,-0.0,47.6,-10776.8,0.0,0.0,0.0,0.0,916.6,7289.0,0.0,0.0,20537.3,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,28.799999999999997,28.221377270806926,Denial of Service,nmon,17:58:03.000,71.2,22.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2718.4,747.0,3787.2,0.0,-0.0,0.0,-0.0,42.9,-11272.0,0.0,0.0,0.0,0.0,840.0,7624.8,0.0,0.0,15328.9,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,29.0,28.385086607520073,Denial of Service,nmon,17:58:04.000,71.0,22.5,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2712.2,747.0,3787.2,0.0,-0.0,0.0,-0.0,46.6,-11792.8,0.0,0.0,0.0,0.0,912.6,7976.1,0.0,0.0,16406.0,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,27.5,28.432615124630324,Denial of Service,nmon,17:58:05.000,72.5,19.6,8.0,0.0,5.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,20.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2710.4,747.0,3787.2,0.0,-0.0,0.0,-0.0,44.2,-12118.9,0.0,0.0,0.0,0.0,866.0,8196.6,0.0,0.0,16029.2,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,26.599999999999994,28.448457963667085,Denial of Service,nmon,17:58:06.000,73.4,20.7,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2709.8,747.0,3787.2,0.0,-0.0,0.0,-0.0,41.9,-11145.5,0.0,0.0,0.0,0.0,816.3,7538.3,0.0,0.0,13285.3,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,24.900000000000006,28.345479509928182,Denial of Service,nmon,17:58:07.000,75.1,18.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2713.7,747.0,3787.2,0.0,-0.0,0.0,-0.0,40.3,-11558.0,0.0,0.0,0.0,0.0,790.9,7845.0,0.0,0.0,11045.4,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,28.400000000000006,28.121039290240812,Denial of Service,nmon,17:58:08.000,71.6,21.5,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2722.2,747.1,3787.2,0.0,-0.0,0.0,-0.0,43.1,-12382.9,0.0,0.0,0.0,0.0,844.7,8388.6,0.0,0.0,14145.2,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,24.200000000000003,28.231939163498097,Denial of Service,nmon,17:58:09.000,75.8,16.8,7.3,0.0,6.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,12.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2718.0,747.1,3787.2,0.0,-0.0,0.0,-0.0,39.2,-10753.3,0.0,0.0,0.0,0.0,761.3,7294.5,0.0,0.0,10730.7,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,26.5,28.295310519645124,Denial of Service,nmon,17:58:10.000,73.5,19.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2715.6,747.1,3787.2,0.0,-0.0,0.0,-0.0,41.1,-12159.0,0.0,0.0,0.0,0.0,806.1,8242.3,0.0,0.0,12303.8,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,26.599999999999994,28.358681875792147,Denial of Service,nmon,17:58:11.000,73.4,20.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2713.2,747.1,3787.2,0.0,-0.0,0.0,-0.0,41.0,-11673.7,0.0,0.0,0.0,0.0,805.3,7924.1,0.0,0.0,12250.5,0,6,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,24.900000000000006,28.517110266159694,Denial of Service,nmon,17:58:12.000,75.1,20.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2707.2,747.1,3787.2,0.0,-0.0,0.0,-0.0,39.1,-11470.8,0.0,0.0,0.0,0.0,759.5,7792.6,0.0,0.0,10567.0,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,23.400000000000006,28.42205323193916,Denial of Service,nmon,17:58:13.000,76.6,16.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2710.8,747.1,3787.2,0.0,-0.0,0.0,-0.0,36.8,-11689.1,0.0,0.0,0.0,0.0,718.7,7965.2,0.0,0.0,9989.5,0,4,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,24.099999999999994,28.451098436839885,Denial of Service,nmon,17:58:14.000,75.9,17.5,6.6,0.0,14.0,0.0,2.0,1.0,27.9,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,27.9,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2709.7,747.1,3787.2,0.0,-0.0,0.0,-0.0,38.2,-10795.8,0.0,0.0,0.0,0.0,747.1,7358.0,0.0,0.0,9833.6,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,24.900000000000006,28.221377270806926,Denial of Service,nmon,17:58:15.000,75.1,16.6,7.7,0.6,14.0,0.0,2.0,1.0,27.9,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,1.0,27.9,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2718.4,747.1,3787.2,0.0,-0.0,0.0,-0.0,38.9,-11368.7,0.0,0.0,0.0,0.0,762.9,7703.6,0.0,0.0,10656.4,0,2,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,26.099999999999994,28.337558090409797,Denial of Service,nmon,17:58:16.000,73.9,20.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2714.0,747.1,3787.2,0.0,-0.0,0.0,-0.0,41.1,-12109.4,0.0,0.0,0.0,0.0,809.7,8273.0,0.0,0.0,11400.3,0,1,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,25.099999999999994,28.382446134347273,Denial of Service,nmon,17:58:17.000,74.9,16.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2712.3,747.1,3787.2,0.0,-0.0,0.0,-0.0,43.8,-10927.9,0.0,0.0,0.0,0.0,862.8,7411.4,0.0,0.0,13168.9,0,3,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,48.4,28.43789607097592,Denial of Service,nmon,17:58:18.000,51.6,37.1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2710.2,747.1,3787.2,0.0,-0.0,0.0,-0.0,69.5,-10650.7,0.0,0.0,0.0,0.0,1353.1,7670.3,0.0,0.0,75689.3,0,5,0.0,0.0
MHDDoS (TCP),Raspberry Pi 4B 4GB,1,Attack,50.3,28.488065061258972,Denial of Service,nmon,17:58:19.000,49.7,37.6,12.7,0.0,10.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,20.0,28.0,0.0,0.2,7.7,168.3,41.9,823.7,2708.3,747.1,3787.2,0.0,-0.0,0.0,-0.0,52.6,-10985.4,0.0,0.0,0.0,0.0,1028.8,7482.2,0.0,0.0,72092.3,0,4,0.0,0.0
