Attack,Host,Run,Mode,CPU Temperature (°C),CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,Relative Time (s),Memory Usage (Mo),Network (Ko/s)
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:42.370,42.37,621.14,0.4697265625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:00:43.380,43.38,621.14,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:44.390,44.39,621.14,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:45.400,45.4,621.14,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:46.410,46.41,621.14,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:00:47.410,47.41,621.14,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.5,21.5,Denial of Service,System,00:00:48.420,48.42,621.13,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:00:49.430,49.43,621.13,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:00:50.430,50.43,621.13,0.1025390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,56.4,0.0,21.5,Denial of Service,System,00:00:51.440,51.44,621.13,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:52.440,52.44,621.13,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:00:53.450,53.45,621.13,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:54.450,54.45,621.12,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:00:55.460,55.46,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:00:56.470,56.47,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:00:57.480,57.48,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:00:58.490,58.49,621.12,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:00:59.500,59.5,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:00.510,60.51,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,1.0,21.5,Denial of Service,System,00:01:01.520,61.52,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:02.530,62.53,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:03.540,63.54,621.12,0.154296875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,1.0,21.5,Denial of Service,System,00:01:04.550,64.55,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:01:05.560,65.56,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:06.570,66.57,621.12,1.576171875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:07.580,67.58,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.5,21.5,Denial of Service,System,00:01:08.590,68.59,621.12,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:01:09.590,69.59,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:10.600,70.6,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:11.610,71.61,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:12.620,72.62,621.12,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.5,21.5,Denial of Service,System,00:01:13.630,73.63,621.11,0.6484375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:14.640,74.64,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.5,21.5,Denial of Service,System,00:01:15.650,75.65,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:01:16.660,76.66,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:17.670,77.67,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:18.680,78.68,621.11,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.5,21.5,Denial of Service,System,00:01:19.690,79.69,621.11,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:20.700,80.7,621.11,0.1025390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,53.0,0.0,21.5,Denial of Service,System,00:01:21.710,81.71,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:22.720,82.72,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:23.730,83.73,621.11,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,56.0,0.0,21.5,Denial of Service,System,00:01:24.740,84.74,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,1.0,21.5,Denial of Service,System,00:01:25.750,85.75,621.11,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:01:26.750,86.75,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:27.760,87.76,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:28.770,88.77,621.1,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:01:29.780,89.78,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:30.790,90.79,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:31.800,91.8,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:32.810,92.81,621.1,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:33.820,93.82,621.1,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.5,21.5,Denial of Service,System,00:01:34.830,94.83,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:35.840,95.84,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.5,21.5,Denial of Service,System,00:01:36.850,96.85,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:37.860,97.86,621.1,0.08984375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:38.870,98.87,621.1,0.158203125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:39.880,99.88,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:40.890,100.89,621.1,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:41.890,101.89,621.09,0.0703125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:42.900,102.9,621.09,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:43.910,103.91,621.09,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:44.920,104.92,621.09,1.650390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:45.930,105.93,621.09,1.033203125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:46.940,106.94,621.09,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,53.5,1.5,21.5,Denial of Service,System,00:01:47.950,107.95,621.09,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:48.960,108.96,621.08,0.25
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:49.970,109.97,621.08,0.96875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:50.980,110.98,621.08,2.2080078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.0,0.0,21.5,Denial of Service,System,00:01:51.990,111.99,621.08,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,1.0,21.5,Denial of Service,System,00:01:53.000,113.0,621.08,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:54.010,114.01,621.08,0.154296875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:55.020,115.02,621.08,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,55.5,0.0,21.5,Denial of Service,System,00:01:56.020,116.02,621.08,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.5,0.0,21.5,Denial of Service,System,00:01:57.030,117.03,621.08,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,54.0,0.0,21.5,Denial of Service,System,00:01:58.040,118.04,621.08,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Idle,53.5,0.0,21.5,Denial of Service,System,00:01:59.050,119.05,621.08,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.0,21.5,Denial of Service,System,00:02:00.060,120.06,621.07,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,1.0,21.5,Denial of Service,System,00:02:01.070,121.07,621.07,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.5,Denial of Service,System,00:02:02.080,122.08,621.07,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.0,21.5,Denial of Service,System,00:02:03.090,123.09,621.07,5.779296875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,2.5,21.5,Denial of Service,System,00:02:04.100,124.1,621.32,31.6943359375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,2.5,21.6,Denial of Service,System,00:02:05.110,125.11,625.58,25.5458984375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,1.5,21.6,Denial of Service,System,00:02:06.120,126.12,625.75,26.6201171875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.5,21.6,Denial of Service,System,00:02:07.130,127.13,625.74,21.912109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.0,21.6,Denial of Service,System,00:02:08.140,128.14,625.96,23.0078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.6,Denial of Service,System,00:02:09.140,129.14,625.96,27.7509765625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.5,21.6,Denial of Service,System,00:02:10.150,130.15,626.2,21.92578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.5,21.6,Denial of Service,System,00:02:11.160,131.16,626.36,26.4638671875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,53.5,0.5,21.7,Denial of Service,System,00:02:12.170,132.17,626.66,22.513671875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,1.0,21.7,Denial of Service,System,00:02:13.180,133.18,626.66,27.68359375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.0,21.7,Denial of Service,System,00:02:14.190,134.19,626.88,32.494140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,1.0,21.7,Denial of Service,System,00:02:15.200,135.2,627.03,32.7822265625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.7,Denial of Service,System,00:02:16.210,136.21,627.09,22.89453125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.7,Denial of Service,System,00:02:17.220,137.22,627.09,0.05078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,53.5,0.0,21.7,Denial of Service,System,00:02:18.230,138.23,627.09,0.0703125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.0,21.7,Denial of Service,System,00:02:19.240,139.24,627.09,0.138671875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,2.5,21.6,Denial of Service,System,00:02:20.250,140.25,625.46,67.58984375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.5,21.6,Denial of Service,System,00:02:21.250,141.25,625.46,0.12109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.6,Denial of Service,System,00:02:22.260,142.26,625.46,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.6,Denial of Service,System,00:02:23.270,143.27,626.2,1.46484375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.0,21.7,Denial of Service,System,00:02:24.280,144.28,627.08,37.146484375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,1.5,21.7,Denial of Service,System,00:02:25.290,145.29,629.23,23.431640625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.0,21.8,Denial of Service,System,00:02:26.300,146.3,632.9,30.23828125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:27.310,147.31,632.9,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:28.320,148.32,632.93,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.8,Denial of Service,System,00:02:29.330,149.33,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.8,Denial of Service,System,00:02:30.340,150.34,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:31.350,151.35,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:32.360,152.36,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.8,Denial of Service,System,00:02:33.370,153.37,632.92,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.8,Denial of Service,System,00:02:34.380,154.38,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:35.390,155.39,632.92,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,56.0,0.0,21.8,Denial of Service,System,00:02:36.400,156.4,632.92,1.48046875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.0,21.8,Denial of Service,System,00:02:37.410,157.41,632.92,0.560546875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.0,0.0,21.8,Denial of Service,System,00:02:38.420,158.42,632.92,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,3.0,21.8,Denial of Service,System,00:02:39.430,159.43,632.92,84.787109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,1.5,21.8,Denial of Service,System,00:02:40.430,160.43,633.07,34.6796875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.5,21.8,Denial of Service,System,00:02:41.440,161.44,633.14,26.2919921875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.8,Denial of Service,System,00:02:42.450,162.45,633.14,0.05078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.5,21.8,Denial of Service,System,00:02:43.460,163.46,633.13,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,2.0,21.8,Denial of Service,System,00:02:44.470,164.47,633.12,39.67578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.5,21.9,Denial of Service,System,00:02:45.480,165.48,634.05,67.044921875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,3.0,21.9,Denial of Service,System,00:02:46.490,166.49,634.76,36.12109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,2.0,21.9,Denial of Service,System,00:02:47.500,167.5,635.02,27.9912109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,1.5,21.9,Denial of Service,System,00:02:48.510,168.51,635.02,0.138671875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.5,21.9,Denial of Service,System,00:02:49.520,169.52,635.02,1.4921875
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.5,21.9,Denial of Service,System,00:02:50.530,170.53,635.02,0.1533203125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.9,Denial of Service,System,00:02:51.540,171.54,635.02,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.5,21.9,Denial of Service,System,00:02:52.540,172.54,635.02,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.5,21.9,Denial of Service,System,00:02:53.550,173.55,635.02,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.9,Denial of Service,System,00:02:54.560,174.56,635.01,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.5,21.9,Denial of Service,System,00:02:55.570,175.57,635.01,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.9,Denial of Service,System,00:02:56.580,176.58,635.01,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.9,Denial of Service,System,00:02:57.590,177.59,635.01,0.1328125
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.5,0.0,21.9,Denial of Service,System,00:02:58.600,178.6,635.01,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,55.0,0.0,21.9,Denial of Service,System,00:02:59.610,179.61,635.0,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.9,Denial of Service,System,00:03:00.620,180.62,635.0,0.06640625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.5,21.9,Denial of Service,System,00:03:01.630,181.63,635.0,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.9,Denial of Service,System,00:03:02.640,182.64,635.0,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,3,Attack,54.5,0.0,21.9,Denial of Service,System,00:03:03.650,183.65,635.0,0.087890625
