Attack,Host,Run,Mode,Power (W),Attack Type,Measurement,Timestamp,Relative Time (s),Current (A),Voltage (V)
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.79,Denial of Service,ACS712,00:04:06.510,246.51,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.67,Denial of Service,ACS712,00:04:07.610,247.61,0.73,2.36
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.74,Denial of Service,ACS712,00:04:08.710,248.71,0.75,2.36
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.51,Denial of Service,ACS712,00:04:09.820,249.82,0.7,2.37
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.0,Denial of Service,ACS712,00:04:10.920,250.92,0.6,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.25,Denial of Service,ACS712,00:04:12.020,252.02,0.65,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.97,Denial of Service,ACS712,00:04:13.120,253.12,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.68,Denial of Service,ACS712,00:04:14.220,254.22,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.81,Denial of Service,ACS712,00:04:15.320,255.32,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.08,Denial of Service,ACS712,00:04:16.430,256.43,0.62,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.08,Denial of Service,ACS712,00:04:17.530,257.53,0.62,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.32,Denial of Service,ACS712,00:04:18.630,258.63,0.66,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.96,Denial of Service,ACS712,00:04:19.730,259.73,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.66,Denial of Service,ACS712,00:04:20.830,260.83,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.76,Denial of Service,ACS712,00:04:21.940,261.94,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:04:23.040,263.04,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.0,Denial of Service,ACS712,00:04:24.140,264.14,0.6,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.0,Denial of Service,ACS712,00:04:25.240,265.24,0.6,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.6,Denial of Service,ACS712,00:04:26.340,266.34,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.31,Denial of Service,ACS712,00:04:27.440,267.44,0.46,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:04:28.550,268.55,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.72,Denial of Service,ACS712,00:04:29.650,269.65,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.52,Denial of Service,ACS712,00:04:30.750,270.75,0.5,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.68,Denial of Service,ACS712,00:04:31.850,271.85,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.42,Denial of Service,ACS712,00:04:32.950,272.95,0.48,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.73,Denial of Service,ACS712,00:04:34.060,274.06,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.77,Denial of Service,ACS712,00:04:35.160,275.16,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.05,Denial of Service,ACS712,00:04:36.260,276.26,0.61,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.92,Denial of Service,ACS712,00:04:37.360,277.36,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.79,Denial of Service,ACS712,00:04:38.460,278.46,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.63,Denial of Service,ACS712,00:04:39.560,279.56,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.71,Denial of Service,ACS712,00:04:40.670,280.67,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.6,Denial of Service,ACS712,00:04:41.770,281.77,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.0,Denial of Service,ACS712,00:04:42.870,282.87,0.6,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.71,Denial of Service,ACS712,00:04:43.970,283.97,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.93,Denial of Service,ACS712,00:04:45.070,285.07,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.8,Denial of Service,ACS712,00:04:46.180,286.18,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.71,Denial of Service,ACS712,00:04:47.270,287.27,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.37,Denial of Service,ACS712,00:04:48.370,288.37,0.67,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.8,Denial of Service,ACS712,00:04:49.480,289.48,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.6,Denial of Service,ACS712,00:04:50.580,290.58,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.71,Denial of Service,ACS712,00:04:51.680,291.68,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.05,Denial of Service,ACS712,00:04:52.780,292.78,0.61,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.17,Denial of Service,ACS712,00:04:53.880,293.88,0.63,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.95,Denial of Service,ACS712,00:04:54.990,294.99,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.72,Denial of Service,ACS712,00:04:56.090,296.09,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.75,Denial of Service,ACS712,00:04:57.190,297.19,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.85,Denial of Service,ACS712,00:04:58.290,298.29,0.57,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.36,Denial of Service,ACS712,00:04:59.390,299.39,0.67,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.85,Denial of Service,ACS712,00:05:00.490,300.49,0.57,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.97,Denial of Service,ACS712,00:05:01.600,301.6,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.83,Denial of Service,ACS712,00:05:02.700,302.7,0.57,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.96,Denial of Service,ACS712,00:05:03.800,303.8,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.73,Denial of Service,ACS712,00:05:04.900,304.9,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.6,Denial of Service,ACS712,00:05:06.000,306.0,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.75,Denial of Service,ACS712,00:05:07.110,307.11,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.92,Denial of Service,ACS712,00:05:08.210,308.21,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:05:09.310,309.31,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:05:10.410,310.41,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.59,Denial of Service,ACS712,00:05:11.510,311.51,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.85,Denial of Service,ACS712,00:05:12.610,312.61,0.57,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.68,Denial of Service,ACS712,00:05:13.720,313.72,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.48,Denial of Service,ACS712,00:05:14.820,314.82,0.5,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.12,Denial of Service,ACS712,00:05:15.920,315.92,0.62,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.83,Denial of Service,ACS712,00:05:17.020,317.02,0.57,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.71,Denial of Service,ACS712,00:05:18.120,318.12,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.52,Denial of Service,ACS712,00:05:19.220,319.22,0.5,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.69,Denial of Service,ACS712,00:05:20.330,320.33,0.54,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:05:21.430,321.43,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.75,Denial of Service,ACS712,00:05:22.530,322.53,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.8,Denial of Service,ACS712,00:05:23.630,323.63,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.59,Denial of Service,ACS712,00:05:24.730,324.73,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.89,Denial of Service,ACS712,00:05:25.840,325.84,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.63,Denial of Service,ACS712,00:05:26.940,326.94,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.43,Denial of Service,ACS712,00:05:28.040,328.04,0.49,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.06,Denial of Service,ACS712,00:05:29.140,329.14,0.61,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.24,Denial of Service,ACS712,00:05:30.240,330.24,0.65,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.75,Denial of Service,ACS712,00:05:31.340,331.34,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.46,Denial of Service,ACS712,00:05:32.450,332.45,0.69,2.37
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.09,Denial of Service,ACS712,00:05:33.550,333.55,0.62,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.93,Denial of Service,ACS712,00:05:34.650,334.65,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.16,Denial of Service,ACS712,00:05:35.750,335.75,0.63,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.67,Denial of Service,ACS712,00:05:36.850,336.85,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.22,Denial of Service,ACS712,00:05:37.950,337.95,0.64,2.38
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.05,Denial of Service,ACS712,00:05:39.060,339.06,0.61,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.81,Denial of Service,ACS712,00:05:40.150,340.15,0.56,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.67,Denial of Service,ACS712,00:05:41.260,341.26,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.06,Denial of Service,ACS712,00:05:42.360,342.36,0.61,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.97,Denial of Service,ACS712,00:05:43.460,343.46,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.96,Denial of Service,ACS712,00:05:44.560,344.56,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.73,Denial of Service,ACS712,00:05:45.660,345.66,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.66,Denial of Service,ACS712,00:05:46.770,346.77,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.88,Denial of Service,ACS712,00:05:47.870,347.87,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.93,Denial of Service,ACS712,00:05:48.970,348.97,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.66,Denial of Service,ACS712,00:05:50.070,350.07,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.64,Denial of Service,ACS712,00:05:51.170,351.17,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.62,Denial of Service,ACS712,00:05:52.270,352.27,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.63,Denial of Service,ACS712,00:05:53.380,353.38,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.67,Denial of Service,ACS712,00:05:54.480,354.48,0.53,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.84,Denial of Service,ACS712,00:05:55.580,355.58,0.57,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,3.09,Denial of Service,ACS712,00:05:56.680,356.68,0.62,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.35,Denial of Service,ACS712,00:05:57.780,357.78,0.47,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.75,Denial of Service,ACS712,00:05:58.880,358.88,0.55,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.84,Denial of Service,ACS712,00:05:59.990,359.99,0.57,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.88,Denial of Service,ACS712,00:06:01.090,361.09,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.31,Denial of Service,ACS712,00:06:02.190,362.19,0.46,2.41
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.97,Denial of Service,ACS712,00:06:03.290,363.29,0.59,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.92,Denial of Service,ACS712,00:06:04.390,364.39,0.58,2.39
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.58,Denial of Service,ACS712,00:06:05.500,365.5,0.52,2.4
Slowloris (HTTP),Raspberry Pi 4B 2GB,1,Recovery,2.88,Denial of Service,ACS712,00:06:06.600,366.6,0.58,2.39
