Attack,Host,Run,Mode,CPU Temperature (°C),CPU Usage (%),Memory Usage (%),Attack Type,Measurement,Timestamp,Relative Time (s),Memory Usage (Mo),Network (Ko/s)
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,21.9,Denial of Service,System,00:00:35.300,35.3,632.64,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.5,21.9,Denial of Service,System,00:00:36.310,36.31,632.64,0.30078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,21.9,Denial of Service,System,00:00:37.320,37.32,632.64,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.5,21.9,Denial of Service,System,00:00:38.330,38.33,632.64,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,21.9,Denial of Service,System,00:00:39.340,39.34,632.64,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.5,21.9,Denial of Service,System,00:00:40.350,40.35,632.64,0.6484375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,21.9,Denial of Service,System,00:00:41.360,41.36,632.64,0.267578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,21.9,Denial of Service,System,00:00:42.370,42.37,632.64,0.267578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,21.9,Denial of Service,System,00:00:43.380,43.38,632.76,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,11.2,22.2,Denial of Service,System,00:00:44.390,44.39,632.91,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,3.0,22.2,Denial of Service,System,00:00:45.400,45.4,632.91,0.193359375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,3.5,22.2,Denial of Service,System,00:00:46.410,46.41,632.91,0.125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.5,22.2,Denial of Service,System,00:00:47.420,47.42,633.97,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.2,Denial of Service,System,00:00:48.430,48.43,634.48,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,4.0,22.2,Denial of Service,System,00:00:49.440,49.44,634.47,0.419921875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.0,0.0,22.2,Denial of Service,System,00:00:50.450,50.45,634.47,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,0.0,22.3,Denial of Service,System,00:00:51.460,51.46,635.46,0.1689453125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.3,Denial of Service,System,00:00:52.460,52.46,634.85,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,57.4,50.3,22.7,Denial of Service,System,00:00:53.470,53.47,644.18,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,1.5,22.7,Denial of Service,System,00:00:54.480,54.48,644.32,0.318359375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,19.9,22.7,Denial of Service,System,00:00:55.480,55.48,642.18,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,24.6,22.9,Denial of Service,System,00:00:56.480,56.48,642.59,2.509765625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,0.5,22.9,Denial of Service,System,00:00:57.490,57.49,644.33,26.6044921875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,1.0,22.9,Denial of Service,System,00:00:58.490,58.49,644.19,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,0.5,22.7,Denial of Service,System,00:00:59.500,59.5,642.2,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.5,22.6,Denial of Service,System,00:01:00.500,60.5,641.54,0.181640625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,1.5,22.3,Denial of Service,System,00:01:01.510,61.51,639.83,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,2.0,22.3,Denial of Service,System,00:01:02.520,62.52,641.53,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,34.0,22.7,Denial of Service,System,00:01:03.530,63.53,644.75,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.9,20.8,22.8,Denial of Service,System,00:01:04.540,64.54,645.66,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.9,0.0,22.8,Denial of Service,System,00:01:05.540,65.54,645.66,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,0.5,22.5,Denial of Service,System,00:01:06.550,66.55,644.21,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.9,0.0,22.5,Denial of Service,System,00:01:07.550,67.55,642.47,0.162109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.4,0.5,22.5,Denial of Service,System,00:01:08.550,68.55,642.47,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,1.0,22.2,Denial of Service,System,00:01:09.560,69.56,641.29,0.1728515625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.2,Denial of Service,System,00:01:10.570,70.57,641.29,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.2,Denial of Service,System,00:01:11.580,71.58,641.28,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.2,Denial of Service,System,00:01:12.590,72.59,641.28,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,1.5,22.2,Denial of Service,System,00:01:13.600,73.6,641.27,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.2,Denial of Service,System,00:01:14.610,74.61,641.27,0.158203125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.5,22.2,Denial of Service,System,00:01:15.620,75.62,640.89,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.2,Denial of Service,System,00:01:16.630,76.63,639.85,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.1,Denial of Service,System,00:01:17.640,77.64,638.17,0.0703125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.1,Denial of Service,System,00:01:18.650,78.65,637.48,0.037109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.1,Denial of Service,System,00:01:19.660,79.66,636.88,0.140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.1,Denial of Service,System,00:01:20.660,80.66,636.51,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.0,0.5,22.1,Denial of Service,System,00:01:21.670,81.67,636.51,0.1025390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.1,Denial of Service,System,00:01:22.680,82.68,636.51,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.1,Denial of Service,System,00:01:23.690,83.69,636.38,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.5,22.1,Denial of Service,System,00:01:24.700,84.7,636.38,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.1,Denial of Service,System,00:01:25.710,85.71,636.31,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.0,Denial of Service,System,00:01:26.720,86.72,632.77,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:27.730,87.73,633.4,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.0,Denial of Service,System,00:01:28.740,88.74,633.4,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.5,22.0,Denial of Service,System,00:01:29.750,89.75,633.4,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:30.760,90.76,633.4,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.0,Denial of Service,System,00:01:31.770,91.77,633.4,0.06640625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,2.5,22.0,Denial of Service,System,00:01:32.780,92.78,633.71,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.0,Denial of Service,System,00:01:33.790,93.79,633.86,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:34.800,94.8,633.86,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:35.800,95.8,633.86,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:36.820,96.82,633.86,0.150390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:37.830,97.83,633.86,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.5,22.0,Denial of Service,System,00:01:38.840,98.84,633.85,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,22.0,Denial of Service,System,00:01:39.850,99.85,633.85,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.5,22.0,Denial of Service,System,00:01:40.850,100.85,633.85,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:41.860,101.86,633.85,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,22.0,Denial of Service,System,00:01:42.870,102.87,633.85,0.064453125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,22.0,Denial of Service,System,00:01:43.880,103.88,633.84,0.05078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.0,Denial of Service,System,00:01:44.890,104.89,633.14,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.0,Denial of Service,System,00:01:45.900,105.9,632.89,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:46.910,106.91,632.89,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.5,22.0,Denial of Service,System,00:01:47.920,107.92,632.89,0.96875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.0,Denial of Service,System,00:01:48.930,108.93,632.89,1.623046875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.5,22.0,Denial of Service,System,00:01:49.940,109.94,632.89,0.25
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.0,0.0,22.0,Denial of Service,System,00:01:50.950,110.95,632.89,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.5,22.0,Denial of Service,System,00:01:51.960,111.96,632.88,1.3720703125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:52.970,112.97,632.88,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.5,0.0,22.0,Denial of Service,System,00:01:53.980,113.98,632.88,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,56.0,0.0,22.0,Denial of Service,System,00:01:54.980,114.98,632.88,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:55.990,115.99,632.88,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:57.000,117.0,633.01,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,54.5,0.0,22.0,Denial of Service,System,00:01:58.010,118.01,633.0,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Idle,55.0,0.0,22.0,Denial of Service,System,00:01:59.020,119.02,633.0,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.0,Denial of Service,System,00:02:00.030,120.03,633.0,0.158203125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.0,Denial of Service,System,00:02:01.040,121.04,633.0,0.115234375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,3.5,22.0,Denial of Service,System,00:02:02.050,122.05,633.0,27.0732421875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,2.5,22.0,Denial of Service,System,00:02:03.060,123.06,633.25,39.966796875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,5.0,22.1,Denial of Service,System,00:02:04.070,124.07,636.48,34.4453125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,1.0,22.1,Denial of Service,System,00:02:05.080,125.08,637.28,34.7626953125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,2.0,22.1,Denial of Service,System,00:02:06.090,126.09,637.52,51.091796875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.5,22.1,Denial of Service,System,00:02:07.100,127.1,637.52,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:02:08.110,128.11,637.52,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:09.120,129.12,637.98,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.5,22.1,Denial of Service,System,00:02:10.120,130.12,637.98,1.2265625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.1,Denial of Service,System,00:02:11.130,131.13,637.98,1.36328125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.1,Denial of Service,System,00:02:12.140,132.14,637.98,0.9677734375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:02:13.150,133.15,637.98,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:02:14.160,134.16,638.32,0.162109375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.1,Denial of Service,System,00:02:15.170,135.17,637.63,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:02:16.180,136.18,637.63,0.626953125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:17.190,137.19,637.63,0.267578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.1,Denial of Service,System,00:02:18.200,138.2,637.63,0.23046875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.5,22.1,Denial of Service,System,00:02:19.210,139.21,637.63,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:20.220,140.22,637.63,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,56.0,2.0,22.1,Denial of Service,System,00:02:21.230,141.23,637.63,31.0302734375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,56.0,2.0,22.1,Denial of Service,System,00:02:22.240,142.24,637.85,22.763671875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,1.5,22.1,Denial of Service,System,00:02:23.250,143.25,638.43,37.8046875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,3.0,22.2,Denial of Service,System,00:02:24.250,144.25,640.38,30.76171875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.2,Denial of Service,System,00:02:25.270,145.27,640.89,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.2,Denial of Service,System,00:02:26.280,146.28,640.91,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.2,Denial of Service,System,00:02:27.290,147.29,640.91,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.2,Denial of Service,System,00:02:28.290,148.29,640.91,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.2,Denial of Service,System,00:02:29.300,149.3,640.91,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.2,Denial of Service,System,00:02:30.310,150.31,640.9,0.318359375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.2,Denial of Service,System,00:02:31.320,151.32,640.9,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.2,Denial of Service,System,00:02:32.330,152.33,640.9,1.4140625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,1.0,22.1,Denial of Service,System,00:02:33.340,153.34,639.39,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:02:34.350,154.35,639.48,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:35.360,155.36,639.48,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:36.370,156.37,639.64,30.7041015625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.1,Denial of Service,System,00:02:37.380,157.38,639.71,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,56.0,0.5,22.1,Denial of Service,System,00:02:38.390,158.39,639.71,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:39.400,159.4,639.71,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.1,Denial of Service,System,00:02:40.400,160.4,639.71,0.6484375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:41.410,161.41,639.71,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.1,Denial of Service,System,00:02:42.420,162.42,639.71,12.265625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.5,22.1,Denial of Service,System,00:02:43.430,163.43,639.69,33.947265625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.5,22.1,Denial of Service,System,00:02:44.440,164.44,639.69,16.8828125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,1.0,22.0,Denial of Service,System,00:02:45.450,165.45,634.79,30.76171875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.0,Denial of Service,System,00:02:46.460,166.46,633.02,0.0703125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.0,Denial of Service,System,00:02:47.470,167.47,633.47,0.078125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.0,0.0,22.0,Denial of Service,System,00:02:48.480,168.48,633.46,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,1.0,22.0,Denial of Service,System,00:02:49.490,169.49,633.46,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.0,Denial of Service,System,00:02:50.500,170.5,633.46,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,1.0,22.0,Denial of Service,System,00:02:51.510,171.51,633.7,41.90234375
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,1.0,22.0,Denial of Service,System,00:02:52.520,172.52,633.7,31.025390625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.0,Denial of Service,System,00:02:53.530,173.53,636.38,19.9736328125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.1,Denial of Service,System,00:02:54.540,174.54,636.62,0.087890625
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:55.550,175.55,636.62,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.5,22.1,Denial of Service,System,00:02:56.560,176.56,636.62,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,56.0,0.0,22.1,Denial of Service,System,00:02:57.560,177.56,636.62,1.64453125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.5,0.0,22.1,Denial of Service,System,00:02:58.570,178.57,636.62,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,54.5,0.0,22.1,Denial of Service,System,00:02:59.580,179.58,636.62,0.154296875
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:03:00.590,180.59,636.61,10.9267578125
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:03:01.600,181.6,636.61,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:03:02.610,182.61,636.61,0.0
Slowloris (HTTP),Raspberry Pi 4B 2GB,2,Attack,55.0,0.0,22.1,Denial of Service,System,00:03:03.620,183.62,636.61,1.23046875
